userId	geneSymbol	geneName	entrezgene	score	gLink
ABCA5	ABCA5	ATP binding cassette subfamily A member 5	23461	294.28177542239	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ABCA8	ABCA8	ATP binding cassette subfamily A member 8	10351	5.73011290398747	https://www.ncbi.nlm.nih.gov/gene/?term=10351
ABCB1	ABCB1	ATP binding cassette subfamily B member 1	5243	3986.99275084764	https://www.ncbi.nlm.nih.gov/gene/?term=5243
ABCB4	ABCB4	ATP binding cassette subfamily B member 4	5244	155.920938315195	https://www.ncbi.nlm.nih.gov/gene/?term=5244
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	237.36017816773	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ABCC12	ABCC12	ATP binding cassette subfamily C member 12	94160	1.26862796264594	https://www.ncbi.nlm.nih.gov/gene/?term=94160
ABCC2	ABCC2	ATP binding cassette subfamily C member 2	1244	77.7935376867525	https://www.ncbi.nlm.nih.gov/gene/?term=1244
ABCC3	ABCC3	ATP binding cassette subfamily C member 3	8714	1040.42241762992	https://www.ncbi.nlm.nih.gov/gene/?term=8714
ABCC6	ABCC6	ATP binding cassette subfamily C member 6	368	159.387585859239	https://www.ncbi.nlm.nih.gov/gene/?term=368
ABCC6P2	ABCC6P2	ATP binding cassette subfamily C member 6 pseudogene 2	730013	16.8166514453872	https://www.ncbi.nlm.nih.gov/gene/?term=730013
ABCC8	ABCC8	ATP binding cassette subfamily C member 8	6833	36.1263144582524	https://www.ncbi.nlm.nih.gov/gene/?term=6833
ABCC9	ABCC9	ATP binding cassette subfamily C member 9	10060	181.503881540955	https://www.ncbi.nlm.nih.gov/gene/?term=10060
ABCD2	ABCD2	ATP binding cassette subfamily D member 2	225	792.202481191383	https://www.ncbi.nlm.nih.gov/gene/?term=225
ABCG1	ABCG1	ATP binding cassette subfamily G member 1	9619	1225.54099491399	https://www.ncbi.nlm.nih.gov/gene/?term=9619
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	23.2301963168023	https://www.ncbi.nlm.nih.gov/gene/?term=9429
ABCG4	ABCG4	ATP binding cassette subfamily G member 4	64137	52.0419121684787	https://www.ncbi.nlm.nih.gov/gene/?term=64137
ABCG5	ABCG5	ATP binding cassette subfamily G member 5	64240	1.84261654928071	https://www.ncbi.nlm.nih.gov/gene/?term=64240
ABCG8	ABCG8	ATP binding cassette subfamily G member 8	64241	2.14313100329575	https://www.ncbi.nlm.nih.gov/gene/?term=64241
ABHD10	ABHD10	abhydrolase domain containing 10	55347	745.496362036258	https://www.ncbi.nlm.nih.gov/gene/?term=55347
ABHD11-AS1	ABHD11-AS1	ABHD11 antisense RNA 1 (tail to tail)	171022	9.0077221827091	https://www.ncbi.nlm.nih.gov/gene/?term=171022
ABHD12B	ABHD12B	abhydrolase domain containing 12B	145447	15.1420951006103	https://www.ncbi.nlm.nih.gov/gene/?term=145447
ABHD13	ABHD13	abhydrolase domain containing 13	84945	468.960118370491	https://www.ncbi.nlm.nih.gov/gene/?term=84945
ABHD14B	ABHD14B	abhydrolase domain containing 14B	84836	782.574265489228	https://www.ncbi.nlm.nih.gov/gene/?term=84836
ABHD15	ABHD15	abhydrolase domain containing 15	116236	360.245190344161	https://www.ncbi.nlm.nih.gov/gene/?term=116236
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104	524.988613732111	https://www.ncbi.nlm.nih.gov/gene/?term=51104
ABHD17C	ABHD17C	abhydrolase domain containing 17C	58489	377.684809302982	https://www.ncbi.nlm.nih.gov/gene/?term=58489
ABHD2	ABHD2	abhydrolase domain containing 2	11057	2244.91681364959	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ABHD4	ABHD4	abhydrolase domain containing 4	63874	346.078079687232	https://www.ncbi.nlm.nih.gov/gene/?term=63874
ABI2	ABI2	abl interactor 2	10152	2868.3046258369	https://www.ncbi.nlm.nih.gov/gene/?term=10152
ABI3	ABI3	ABI family member 3	51225	20.6019067427587	https://www.ncbi.nlm.nih.gov/gene/?term=51225
ABI3BP	ABI3BP	ABI family member 3 binding protein	25890	189.865715137429	https://www.ncbi.nlm.nih.gov/gene/?term=25890
ABLIM1	ABLIM1	actin binding LIM protein 1	3983	3064.23636974168	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ABLIM2	ABLIM2	actin binding LIM protein family member 2	84448	83.0527827121205	https://www.ncbi.nlm.nih.gov/gene/?term=84448
ABLIM3	ABLIM3	actin binding LIM protein family member 3	22885	302.422478052332	https://www.ncbi.nlm.nih.gov/gene/?term=22885
ABO	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	28	5.35677718245539	https://www.ncbi.nlm.nih.gov/gene/?term=28
ABRAXAS1	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	84142	198.52801193039	https://www.ncbi.nlm.nih.gov/gene/?term=84142
ABT1	ABT1	activator of basal transcription 1	29777	773.477569816815	https://www.ncbi.nlm.nih.gov/gene/?term=29777
ABTB1	ABTB1	ankyrin repeat and BTB domain containing 1	80325	1133.87978268724	https://www.ncbi.nlm.nih.gov/gene/?term=80325
ACAD8	ACAD8	acyl-CoA dehydrogenase family member 8	27034	918.341970425552	https://www.ncbi.nlm.nih.gov/gene/?term=27034
ACADL	ACADL	acyl-CoA dehydrogenase long chain	33	7.22583684310153	https://www.ncbi.nlm.nih.gov/gene/?term=33
ACADM	ACADM	acyl-CoA dehydrogenase medium chain	34	1005.00733536694	https://www.ncbi.nlm.nih.gov/gene/?term=34
ACADVL	ACADVL	acyl-CoA dehydrogenase very long chain	37	9383.45971244699	https://www.ncbi.nlm.nih.gov/gene/?term=37
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744	193.18221361551	https://www.ncbi.nlm.nih.gov/gene/?term=9744
ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	1920.9437969992	https://www.ncbi.nlm.nih.gov/gene/?term=23527
ACAP3	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	116983	9175.30888669557	https://www.ncbi.nlm.nih.gov/gene/?term=116983
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	1750.17092313046	https://www.ncbi.nlm.nih.gov/gene/?term=38
ACAT2	ACAT2	acetyl-CoA acetyltransferase 2	39	643.297268761354	https://www.ncbi.nlm.nih.gov/gene/?term=39
ACBD3	ACBD3	acyl-CoA binding domain containing 3	64746	2183.96180628232	https://www.ncbi.nlm.nih.gov/gene/?term=64746
ACBD4	ACBD4	acyl-CoA binding domain containing 4	79777	583.229810616534	https://www.ncbi.nlm.nih.gov/gene/?term=79777
ACBD5	ACBD5	acyl-CoA binding domain containing 5	91452	1329.7246363019501	https://www.ncbi.nlm.nih.gov/gene/?term=91452
ACE	ACE	angiotensin I converting enzyme	1636	3036.42906610239	https://www.ncbi.nlm.nih.gov/gene/?term=1636
ACER3	ACER3	alkaline ceramidase 3	55331	673.969591501884	https://www.ncbi.nlm.nih.gov/gene/?term=55331
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	150.501848861072	https://www.ncbi.nlm.nih.gov/gene/?term=43
ACO1	ACO1	aconitase 1	48	744.735745300623	https://www.ncbi.nlm.nih.gov/gene/?term=48
ACOT12	ACOT12	acyl-CoA thioesterase 12	134526	2.32940775331793	https://www.ncbi.nlm.nih.gov/gene/?term=134526
ACOT4	ACOT4	acyl-CoA thioesterase 4	122970	7.46800412617598	https://www.ncbi.nlm.nih.gov/gene/?term=122970
ACOT7	ACOT7	acyl-CoA thioesterase 7	11332	2363.3119550845	https://www.ncbi.nlm.nih.gov/gene/?term=11332
ACOX1	ACOX1	acyl-CoA oxidase 1	51	1235.01189867097	https://www.ncbi.nlm.nih.gov/gene/?term=51
ACOX2	ACOX2	acyl-CoA oxidase 2	8309	11.4591306450534	https://www.ncbi.nlm.nih.gov/gene/?term=8309
ACOX3	ACOX3	acyl-CoA oxidase 3, pristanoyl	8310	505.190523322787	https://www.ncbi.nlm.nih.gov/gene/?term=8310
ACP4	ACP4	acid phosphatase 4	93650	17.9028041370549	https://www.ncbi.nlm.nih.gov/gene/?term=93650
ACP5	ACP5	acid phosphatase 5, tartrate resistant	54	784.005228348299	https://www.ncbi.nlm.nih.gov/gene/?term=54
ACP7	ACP7	acid phosphatase 7, tartrate resistant (putative)	390928	39.3572689567664	https://www.ncbi.nlm.nih.gov/gene/?term=390928
ACRV1	ACRV1	acrosomal vesicle protein 1	56	18.9069064602134	https://www.ncbi.nlm.nih.gov/gene/?term=56
ACSF2	ACSF2	acyl-CoA synthetase family member 2	80221	1238.58518388536	https://www.ncbi.nlm.nih.gov/gene/?term=80221
ACSF3	ACSF3	acyl-CoA synthetase family member 3	197322	945.101930923284	https://www.ncbi.nlm.nih.gov/gene/?term=197322
ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1	2180	794.897733375102	https://www.ncbi.nlm.nih.gov/gene/?term=2180
ACSL3	ACSL3	acyl-CoA synthetase long chain family member 3	2181	3133.05529120795	https://www.ncbi.nlm.nih.gov/gene/?term=2181
ACSL4	ACSL4	acyl-CoA synthetase long chain family member 4	2182	1467.42454370712	https://www.ncbi.nlm.nih.gov/gene/?term=2182
ACSL5	ACSL5	acyl-CoA synthetase long chain family member 5	51703	10.2139296512797	https://www.ncbi.nlm.nih.gov/gene/?term=51703
ACSL6	ACSL6	acyl-CoA synthetase long chain family member 6	23305	34.5728397335045	https://www.ncbi.nlm.nih.gov/gene/?term=23305
ACSM3	ACSM3	acyl-CoA synthetase medium chain family member 3	6296	64.2890182800083	https://www.ncbi.nlm.nih.gov/gene/?term=6296
ACSM4	ACSM4	acyl-CoA synthetase medium chain family member 4	341392	129.397287488701	https://www.ncbi.nlm.nih.gov/gene/?term=341392
ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1	84532	4.92139943127453	https://www.ncbi.nlm.nih.gov/gene/?term=84532
ACSS2	ACSS2	acyl-CoA synthetase short chain family member 2	55902	1171.42535776697	https://www.ncbi.nlm.nih.gov/gene/?term=55902
ACSS3	ACSS3	acyl-CoA synthetase short chain family member 3	79611	17.2983458468538	https://www.ncbi.nlm.nih.gov/gene/?term=79611
ACTA1	ACTA1	actin alpha 1, skeletal muscle	58	14.5684227466928	https://www.ncbi.nlm.nih.gov/gene/?term=58
ACTBL2	ACTBL2	actin beta like 2	345651	1.04820476278946	https://www.ncbi.nlm.nih.gov/gene/?term=345651
ACTBP7	ACTBP7	ACTB pseudogene 7	67	3.67718877901549	https://www.ncbi.nlm.nih.gov/gene/?term=67
ACTG1	ACTG1	actin gamma 1	71	56218.1692198815	https://www.ncbi.nlm.nih.gov/gene/?term=71
ACTG1P12	ACTG1P12	actin gamma 1 pseudogene 12	100418921	1.68282695214845	https://www.ncbi.nlm.nih.gov/gene/?term=100418921
ACTG1P14	ACTG1P14	actin gamma 1 pseudogene 14	100418910	7.09302460623544	https://www.ncbi.nlm.nih.gov/gene/?term=100418910
ACTL10	ACTL10	actin like 10	170487	48.1331733169786	https://www.ncbi.nlm.nih.gov/gene/?term=170487
ACTL6B	ACTL6B	actin like 6B	51412	489.264098360294	https://www.ncbi.nlm.nih.gov/gene/?term=51412
ACTN2	ACTN2	actinin alpha 2	88	75.403662927252	https://www.ncbi.nlm.nih.gov/gene/?term=88
ACTN3	ACTN3	actinin alpha 3 (gene/pseudogene)	89	10.7076131343432	https://www.ncbi.nlm.nih.gov/gene/?term=89
ACTN4	ACTN4	actinin alpha 4	81	12615.3823375569	https://www.ncbi.nlm.nih.gov/gene/?term=81
ACTR10	ACTR10	actin related protein 10	55860	989.666856978149	https://www.ncbi.nlm.nih.gov/gene/?term=55860
ACTR1B	ACTR1B	actin related protein 1B	10120	1579.06671469963	https://www.ncbi.nlm.nih.gov/gene/?term=10120
ACTR2	ACTR2	actin related protein 2	10097	5251.80395827891	https://www.ncbi.nlm.nih.gov/gene/?term=10097
ACTR3B	ACTR3B	actin related protein 3B	57180	622.648822240625	https://www.ncbi.nlm.nih.gov/gene/?term=57180
ACTR3C	ACTR3C	actin related protein 3C	653857	17.0531991749417	https://www.ncbi.nlm.nih.gov/gene/?term=653857
ACTR5	ACTR5	actin related protein 5	79913	545.092201388793	https://www.ncbi.nlm.nih.gov/gene/?term=79913
ACVR1	ACVR1	activin A receptor type 1	90	587.471853460642	https://www.ncbi.nlm.nih.gov/gene/?term=90
ACVR1B	ACVR1B	activin A receptor type 1B	91	1962.17178622061	https://www.ncbi.nlm.nih.gov/gene/?term=91
ACVR1C	ACVR1C	activin A receptor type 1C	130399	10.8398891441152	https://www.ncbi.nlm.nih.gov/gene/?term=130399
ACVR2B	ACVR2B	activin A receptor type 2B	93	994.1577096135	https://www.ncbi.nlm.nih.gov/gene/?term=93
ACYP1	ACYP1	acylphosphatase 1	97	278.593333859599	https://www.ncbi.nlm.nih.gov/gene/?term=97
ADA	ADA	adenosine deaminase	100	366.237068966115	https://www.ncbi.nlm.nih.gov/gene/?term=100
ADA2	ADA2	adenosine deaminase 2	51816	393.257748066958	https://www.ncbi.nlm.nih.gov/gene/?term=51816
ADAM12	ADAM12	ADAM metallopeptidase domain 12	8038	2034.31122285309	https://www.ncbi.nlm.nih.gov/gene/?term=8038
ADAM19	ADAM19	ADAM metallopeptidase domain 19	8728	1281.22036779301	https://www.ncbi.nlm.nih.gov/gene/?term=8728
ADAM1B	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	100420505	5.13225637418563	https://www.ncbi.nlm.nih.gov/gene/?term=100420505
ADAM21	ADAM21	ADAM metallopeptidase domain 21	8747	57.8118939409625	https://www.ncbi.nlm.nih.gov/gene/?term=8747
ADAM22	ADAM22	ADAM metallopeptidase domain 22	53616	2685.50622653913	https://www.ncbi.nlm.nih.gov/gene/?term=53616
ADAM23	ADAM23	ADAM metallopeptidase domain 23	8745	622.68475355599	https://www.ncbi.nlm.nih.gov/gene/?term=8745
ADAM8	ADAM8	ADAM metallopeptidase domain 8	101	299.792644495406	https://www.ncbi.nlm.nih.gov/gene/?term=101
ADAM9	ADAM9	ADAM metallopeptidase domain 9	8754	4037.13348613842	https://www.ncbi.nlm.nih.gov/gene/?term=8754
ADAMTS1	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	9510	1100.53585255676	https://www.ncbi.nlm.nih.gov/gene/?term=9510
ADAMTS10	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	432.843130430185	https://www.ncbi.nlm.nih.gov/gene/?term=81794
ADAMTS12	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	81792	1370.45161318851	https://www.ncbi.nlm.nih.gov/gene/?term=81792
ADAMTS13	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	11093	984.166917218585	https://www.ncbi.nlm.nih.gov/gene/?term=11093
ADAMTS14	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	140766	122.392437461606	https://www.ncbi.nlm.nih.gov/gene/?term=140766
ADAMTS15	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	170689	90.4641990129588	https://www.ncbi.nlm.nih.gov/gene/?term=170689
ADAMTS17	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	170691	302.700580226766	https://www.ncbi.nlm.nih.gov/gene/?term=170691
ADAMTS19	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	171019	1432.01593153226	https://www.ncbi.nlm.nih.gov/gene/?term=171019
ADAMTS19-AS1	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	103689846	58.356137016914	https://www.ncbi.nlm.nih.gov/gene/?term=103689846
ADAMTS20	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	80070	13.3522171401806	https://www.ncbi.nlm.nih.gov/gene/?term=80070
ADAMTS3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	9508	1409.07816767422	https://www.ncbi.nlm.nih.gov/gene/?term=9508
ADAMTS4	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	9507	1248.71612751924	https://www.ncbi.nlm.nih.gov/gene/?term=9507
ADAMTS5	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	23.4730622976425	https://www.ncbi.nlm.nih.gov/gene/?term=11096
ADAMTS7	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	11173	6770.90325909765	https://www.ncbi.nlm.nih.gov/gene/?term=11173
ADAMTS7P1	ADAMTS7P1	ADAMTS7 pseudogene 1	390660	2.75891396880703	https://www.ncbi.nlm.nih.gov/gene/?term=390660
ADAMTS7P3	ADAMTS7P3	ADAMTS7 pseudogene 3	400406	1101.8342863434	https://www.ncbi.nlm.nih.gov/gene/?term=400406
ADAMTS9	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	56999	2974.50116135459	https://www.ncbi.nlm.nih.gov/gene/?term=56999
ADAMTS9-AS1	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	101929335	21.2468977991747	https://www.ncbi.nlm.nih.gov/gene/?term=101929335
ADAMTS9-AS2	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	100507098	35.6684770467167	https://www.ncbi.nlm.nih.gov/gene/?term=100507098
ADAMTSL1	ADAMTSL1	ADAMTS like 1	92949	662.221985089406	https://www.ncbi.nlm.nih.gov/gene/?term=92949
ADAMTSL2	ADAMTSL2	ADAMTS like 2	9719	1707.60290239862	https://www.ncbi.nlm.nih.gov/gene/?term=9719
ADAMTSL4	ADAMTSL4	ADAMTS like 4	54507	201.252801430051	https://www.ncbi.nlm.nih.gov/gene/?term=54507
ADAMTSL5	ADAMTSL5	ADAMTS like 5	339366	201.796319668131	https://www.ncbi.nlm.nih.gov/gene/?term=339366
ADAP2	ADAP2	ArfGAP with dual PH domains 2	55803	22.1472189100391	https://www.ncbi.nlm.nih.gov/gene/?term=55803
ADARB2	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	105	34.0232352160524	https://www.ncbi.nlm.nih.gov/gene/?term=105
ADCK2	ADCK2	aarF domain containing kinase 2	90956	973.507056645863	https://www.ncbi.nlm.nih.gov/gene/?term=90956
ADCK5	ADCK5	aarF domain containing kinase 5	203054	508.732403310785	https://www.ncbi.nlm.nih.gov/gene/?term=203054
ADCY1	ADCY1	adenylate cyclase 1	107	1225.55304015323	https://www.ncbi.nlm.nih.gov/gene/?term=107
ADCY2	ADCY2	adenylate cyclase 2	108	0.767643298524871	https://www.ncbi.nlm.nih.gov/gene/?term=108
ADCY5	ADCY5	adenylate cyclase 5	111	84.3430428921077	https://www.ncbi.nlm.nih.gov/gene/?term=111
ADCY7	ADCY7	adenylate cyclase 7	113	836.025206566722	https://www.ncbi.nlm.nih.gov/gene/?term=113
ADCY8	ADCY8	adenylate cyclase 8	114	3.60434137804137	https://www.ncbi.nlm.nih.gov/gene/?term=114
ADCYAP1R1	ADCYAP1R1	ADCYAP receptor type I	117	717.070967494978	https://www.ncbi.nlm.nih.gov/gene/?term=117
ADD2	ADD2	adducin 2	119	1225.2498033486	https://www.ncbi.nlm.nih.gov/gene/?term=119
ADD3	ADD3	adducin 3	120	3093.95271616084	https://www.ncbi.nlm.nih.gov/gene/?term=120
ADGRA2	ADGRA2	adhesion G protein-coupled receptor A2	25960	6366.63165269021	https://www.ncbi.nlm.nih.gov/gene/?term=25960
ADGRB1	ADGRB1	adhesion G protein-coupled receptor B1	575	1834.21348017454	https://www.ncbi.nlm.nih.gov/gene/?term=575
ADGRB3	ADGRB3	adhesion G protein-coupled receptor B3	577	701.41377974858	https://www.ncbi.nlm.nih.gov/gene/?term=577
ADGRD2	ADGRD2	adhesion G protein-coupled receptor D2	347088	6.82403977433255	https://www.ncbi.nlm.nih.gov/gene/?term=347088
ADGRE1	ADGRE1	adhesion G protein-coupled receptor E1	2015	447.694250514792	https://www.ncbi.nlm.nih.gov/gene/?term=2015
ADGRE2	ADGRE2	adhesion G protein-coupled receptor E2	30817	11.7843097335424	https://www.ncbi.nlm.nih.gov/gene/?term=30817
ADGRE4P	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	326342	56.657912293189	https://www.ncbi.nlm.nih.gov/gene/?term=326342
ADGRF3	ADGRF3	adhesion G protein-coupled receptor F3	165082	21.497400820886	https://www.ncbi.nlm.nih.gov/gene/?term=165082
ADGRF4	ADGRF4	adhesion G protein-coupled receptor F4	221393	3.01949991099347	https://www.ncbi.nlm.nih.gov/gene/?term=221393
ADGRF5	ADGRF5	adhesion G protein-coupled receptor F5	221395	56.5059293308177	https://www.ncbi.nlm.nih.gov/gene/?term=221395
ADGRF5P1	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	389740	2.1578476055718	https://www.ncbi.nlm.nih.gov/gene/?term=389740
ADGRG2	ADGRG2	adhesion G protein-coupled receptor G2	10149	113.495368669068	https://www.ncbi.nlm.nih.gov/gene/?term=10149
ADGRG6	ADGRG6	adhesion G protein-coupled receptor G6	57211	764.267120868066	https://www.ncbi.nlm.nih.gov/gene/?term=57211
ADGRG7	ADGRG7	adhesion G protein-coupled receptor G7	84873	1.31766387468681	https://www.ncbi.nlm.nih.gov/gene/?term=84873
ADGRL2	ADGRL2	adhesion G protein-coupled receptor L2	23266	6348.00812934636	https://www.ncbi.nlm.nih.gov/gene/?term=23266
ADGRL3	ADGRL3	adhesion G protein-coupled receptor L3	23284	35.0278660918676	https://www.ncbi.nlm.nih.gov/gene/?term=23284
ADGRV1	ADGRV1	adhesion G protein-coupled receptor V1	84059	210.417065088638	https://www.ncbi.nlm.nih.gov/gene/?term=84059
ADIPOR1	ADIPOR1	adiponectin receptor 1	51094	2756.07092914695	https://www.ncbi.nlm.nih.gov/gene/?term=51094
ADK	ADK	adenosine kinase	132	655.931669647479	https://www.ncbi.nlm.nih.gov/gene/?term=132
ADM	ADM	adrenomedullin	133	698.722217321557	https://www.ncbi.nlm.nih.gov/gene/?term=133
ADM2	ADM2	adrenomedullin 2	79924	687.956041355969	https://www.ncbi.nlm.nih.gov/gene/?term=79924
ADO	ADO	2-aminoethanethiol dioxygenase	84890	1127.88631711985	https://www.ncbi.nlm.nih.gov/gene/?term=84890
ADORA1	ADORA1	adenosine A1 receptor	134	303.671942345507	https://www.ncbi.nlm.nih.gov/gene/?term=134
ADORA2A	ADORA2A	adenosine A2a receptor	135	59.640971196584204	https://www.ncbi.nlm.nih.gov/gene/?term=135
ADORA2A-AS1	ADORA2A-AS1	ADORA2A antisense RNA 1	646023	77.5844908466722	https://www.ncbi.nlm.nih.gov/gene/?term=646023
ADORA2B	ADORA2B	adenosine A2b receptor	136	235.431176336125	https://www.ncbi.nlm.nih.gov/gene/?term=136
ADORA2BP1	ADORA2BP1	adenosine A2b receptor pseudogene 1	137	1.22409635174792	https://www.ncbi.nlm.nih.gov/gene/?term=137
ADPRH	ADPRH	ADP-ribosylarginine hydrolase	141	26.6096657651257	https://www.ncbi.nlm.nih.gov/gene/?term=141
ADRA1B	ADRA1B	adrenoceptor alpha 1B	147	34.0322445638332	https://www.ncbi.nlm.nih.gov/gene/?term=147
ADRA1D	ADRA1D	adrenoceptor alpha 1D	146	126.998268894915	https://www.ncbi.nlm.nih.gov/gene/?term=146
ADRA2A	ADRA2A	adrenoceptor alpha 2A	150	311.591119297369	https://www.ncbi.nlm.nih.gov/gene/?term=150
ADRA2B	ADRA2B	adrenoceptor alpha 2B	151	11.7166462536405	https://www.ncbi.nlm.nih.gov/gene/?term=151
ADRA2C	ADRA2C	adrenoceptor alpha 2C	152	866.169778384884	https://www.ncbi.nlm.nih.gov/gene/?term=152
ADRB1	ADRB1	adrenoceptor beta 1	153	39.1283558033663	https://www.ncbi.nlm.nih.gov/gene/?term=153
ADTRP	ADTRP	androgen dependent TFPI regulating protein	84830	4.773843401355	https://www.ncbi.nlm.nih.gov/gene/?term=84830
AEBP1	AEBP1	AE binding protein 1	165	2366.36674953534	https://www.ncbi.nlm.nih.gov/gene/?term=165
AEN	AEN	apoptosis enhancing nuclease	64782	1334.74388576594	https://www.ncbi.nlm.nih.gov/gene/?term=64782
AFAP1L1	AFAP1L1	actin filament associated protein 1 like 1	134265	124.082224287451	https://www.ncbi.nlm.nih.gov/gene/?term=134265
AFAP1L2	AFAP1L2	actin filament associated protein 1 like 2	84632	80.1436511456812	https://www.ncbi.nlm.nih.gov/gene/?term=84632
AFDN	AFDN	afadin, adherens junction formation factor	4301	2723.5112188788	https://www.ncbi.nlm.nih.gov/gene/?term=4301
AFDN-DT	AFDN-DT	AFDN divergent transcript	653483	36.4003336707908	https://www.ncbi.nlm.nih.gov/gene/?term=653483
AFG3L1P	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172	973.432006340297	https://www.ncbi.nlm.nih.gov/gene/?term=172
AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	1501.28614486672	https://www.ncbi.nlm.nih.gov/gene/?term=10939
AFMID	AFMID	arylformamidase	125061	793.32312208385	https://www.ncbi.nlm.nih.gov/gene/?term=125061
AFTPH	AFTPH	aftiphilin	54812	715.060558903779	https://www.ncbi.nlm.nih.gov/gene/?term=54812
